,dAge,dMass,dSatXUVFrac,dSatXUVTime,dXUVBeta,dLRatioAge,dLXUVAge,dLbolAge,dRadiusAge,dTempAge
simulation_374,6.11264294058732,0.08632230212068125,-2.817193223349897,7.1569235684233865,-1.41566592144875,656.7292758687634,6.59328e-07,0.000433,0.107815,2543.234736
simulation_375,7.708781598449796,0.09981099593110332,-2.3764316653031403,5.5618391144822406,-1.5897237105850155,399.1142715493958,2.162288e-06,0.000863,0.123793,2809.402992
simulation_376,6.181960462868184,0.09704376580126092,-3.267098693127166,10.28800504848268,-0.8280305842443434,1848.885974722679,4.197122e-07,0.000776,0.120841,2770.883641
simulation_377,9.374107448706553,0.07959025484320452,-2.99170616939602,7.102881049304638,-1.2530429937117449,1385.8438819150144,1.803955e-07,0.00025,0.098113,2319.623351
simulation_378,9.01727025690162,0.10060221844641018,-2.994209330517643,5.710634125070262,-1.1205227433858662,1644.1100312325484,5.413263e-07,0.00089,0.124645,2819.989941
simulation_379,7.968880131854642,0.09211441015501852,-2.8685771283629293,5.148907904314343,-0.9355165533053924,1111.0486970694715,5.643317e-07,0.000627,0.115523,2691.146229
simulation_380,9.407630342232055,0.10741084200461433,-2.4425310618009943,0.4052698975290252,-1.6517664030321544,49885.669166274914,2.19101e-08,0.001093,0.131441,2889.754238
simulation_381,9.770056030764305,0.08052666403142981,-2.8263124215136504,9.936851099638584,-1.1019750733329718,671.1702107038323,4.12712e-07,0.000277,0.099737,2359.964029
simulation_382,8.465387908407234,0.08321955933451408,-3.4598216718983377,10.916636435644328,-0.96852394478694,2880.5210693171985,1.180342e-07,0.00034,0.103169,2445.704496
simulation_383,8.085790876194139,0.08096977177670134,-2.8358817855223277,1.9184110808908728,-1.2919562568881584,4386.329427191548,6.49746e-08,0.000285,0.100133,2374.109373
simulation_384,7.914206468369807,0.10559742293335446,-3.361543944357891,5.846269752980863,-1.683301378812874,3823.7583591606353,2.706761e-07,0.001035,0.129467,2872.74332
simulation_385,5.3177066243090865,0.07661537784396147,-3.153772654523137,9.73503202544075,-1.428916228461149,1427.288515291934,1.128013e-07,0.000161,0.092781,2131.061097
simulation_386,5.498390868399053,0.10275095139584073,-2.6932798505927678,8.920980060276907,-1.3526204283369652,493.52513663862254,1.931006e-06,0.000953,0.126752,2843.999312
simulation_387,5.561145038598976,0.07442331101663288,-2.9385847072121165,10.863757411078472,-0.8882417864499743,867.5336471039087,1.325597e-07,0.000115,0.090513,1984.497241
simulation_388,5.383002704185464,0.09488174540748352,-2.7175898380398227,6.764355804862475,-1.477348655948432,521.8141813095114,1.362554e-06,0.000711,0.118562,2738.740549
simulation_389,11.231856691967952,0.08452777981998795,-3.127898477482257,8.329890394760008,-0.9664031153714764,1790.8749146084842,2.077197e-07,0.000372,0.105339,2476.794375
simulation_390,3.1708566598930714,0.0941931250337244,-2.5918324212855723,11.244902311304774,-1.0378593752614411,390.9730064065098,1.76227e-06,0.000689,0.117824,2727.265883
simulation_391,7.8311445632064345,0.1098593835381146,-3.322098916227572,8.83693251244142,-1.3058634808033245,2100.1996780754534,5.656605e-07,0.001188,0.134776,2915.35804
simulation_392,5.315122023122992,0.07576978006750727,-2.796235259454069,3.9692199528034733,-1.0983101550487306,861.2449989068814,1.660387e-07,0.000143,0.091731,2080.606427
simulation_393,4.853778651082919,0.08702136373270516,-3.0175534504578425,1.5076594984661795,-1.4489238924010517,5660.794048022652,8.055407e-08,0.000456,0.108863,2563.179974
simulation_394,10.082897451448599,0.1081403766344583,-3.0689998198540818,4.989975657757823,-1.2441296254388792,2811.7952563565677,4.004559e-07,0.001126,0.132954,2897.174767
simulation_395,10.893920313520985,0.08750646606685136,-3.1323412614163155,4.870117800854913,-1.3118388078243857,3896.5008750331704,1.190812e-07,0.000464,0.109509,2567.511163
simulation_396,4.658834136069421,0.07625563122435021,-2.5413809432752283,9.848489062016696,-1.09290353031471,347.3697976264426,4.404528e-07,0.000153,0.092304,2110.434844
simulation_397,7.1192831377167884,0.08849028372681947,-2.865952502324048,7.93279486616714,-0.8638882297546719,734.0790630660788,6.906613e-07,0.000507,0.110992,2606.140882
simulation_398,5.443929470100974,0.08347387740608632,-2.8404389280089117,11.203531272739095,-1.001842167867791,691.893448408945,5.00077e-07,0.000346,0.103538,2452.671078
simulation_399,5.049114232813591,0.07589931890172114,-3.2321522883953397,1.4749698500941932,-1.2790600038316384,8246.453742477936,1.770458e-08,0.000146,0.091875,2088.86729
simulation_400,4.7127692027144965,0.08938787909386617,-2.4282541121593,6.451358077476844,-1.3324016545253297,268.2181027739846,2.002102e-06,0.000537,0.112213,2628.818969
simulation_401,4.9774129359759405,0.09693668721046868,-3.0141812947358866,11.744199708049516,-1.5254196935157975,1033.0291354307878,7.482848e-07,0.000773,0.120728,2769.120215
simulation_402,6.637947447871094,0.07743957617735453,-2.4732917359787048,1.856744052386668,-1.355165222902635,1668.5872320811247,1.08475e-07,0.000181,0.094026,2181.922644
simulation_403,6.097167864717653,0.08716994117914767,-3.0474193020708813,11.096804840233457,-1.3395461461310898,1115.2967669216043,4.133429e-07,0.000461,0.109084,2568.586651
simulation_404,5.539145737230011,0.07979165931966689,-2.7579655034388475,1.524824393346873,-0.6365995221535085,1302.705724859427,1.972817e-07,0.000257,0.098545,2330.202621
simulation_405,5.228007899410729,0.07835883957032476,-2.7511771631659734,10.229120938244003,-0.5153610985863869,565.1218734224813,3.680622e-07,0.000208,0.09564,2240.132778
simulation_406,8.57783087777687,0.07230606300228175,-2.8657637133352982,1.214723702266227,-1.62722206953044,17641.950472011864,4.532831e-09,7.996798e-05,0.091004,1810.556567
simulation_407,5.68699448602079,0.1014505097420276,-3.4908343900780494,1.0421823792473586,-1.48750980264,38561.46761152798,2.372835e-08,0.000915,0.125506,2829.447449
simulation_408,5.525087561540665,0.08573300860607201,-2.681426876952885,5.808818736597152,-1.9118184833920628,480.5222510819295,8.615626e-07,0.000414,0.106923,2524.305817
simulation_409,8.990183274865334,0.07888036406630122,-2.6615159937792137,3.241950179369172,-1.2799805657165162,1694.883335530404,1.327525e-07,0.000225,0.096648,2274.265319
simulation_410,7.785653239418307,0.0783710647672247,-2.885592921773844,6.449381371344326,-1.190173661418712,960.263555412747,2.166072e-07,0.000208,0.095663,2241.261554
simulation_411,5.97900336748386,0.08439284679261908,-2.5957048190898058,5.609220346186662,-1.1419949274426553,423.8606500726927,8.800062e-07,0.000373,0.104898,2482.509538
simulation_412,6.407171385489741,0.07358569111555217,-2.783057822505117,11.770584553284936,-1.4950226108690725,606.818296329158,1.627474e-07,9.87581e-05,0.090532,1910.320644
simulation_413,10.702257950449216,0.10940871527168136,-3.100994055678643,3.9308818021049183,-1.1132558793941871,3847.8105563960335,3.045888e-07,0.001172,0.13435,2910.684069
simulation_414,8.312308951317561,0.10090837821231903,-3.209930034987728,8.047668491754719,-1.263331037186343,1688.6295060363805,5.317922e-07,0.000898,0.124961,2823.902468
simulation_415,8.600870772026257,0.07836022389721406,-3.2937871709522013,9.579026139639998,-1.4397793810916304,1969.1468765827726,1.056295e-07,0.000208,0.095643,2240.495898
simulation_416,6.856848395417592,0.08872558087409926,-2.477700194169272,1.2493899492491292,-0.8287162621331345,1230.318494511439,4.17778e-07,0.000514,0.111319,2612.549482
simulation_417,6.021522411595403,0.10247715710585016,-2.548867924636644,7.5284761859948635,-1.8358912997476933,353.8728102481566,2.670451e-06,0.000945,0.126494,2841.012068
simulation_418,7.143148106112161,0.10515716899691048,-2.6212273873309324,11.392712203736364,-1.4880306575645306,418.0257964087449,2.442433e-06,0.001021,0.129029,2868.617576
simulation_419,6.618960847303753,0.08050226584669809,-3.178384708012054,2.3568174069898764,-1.3165432509325714,5873.298897926534,4.699233e-08,0.000276,0.099571,2359.511142
simulation_420,11.775230745814428,0.09547954103210136,-2.7341994138593977,11.252096441908224,-1.210577667801864,572.3049420782385,1.244092e-06,0.000712,0.119027,2735.706982
simulation_421,7.330536699585124,0.08684729651613499,-3.090813316972689,7.968756308883704,-1.088244936142054,1231.630006330196,3.661814e-07,0.000451,0.108604,2559.137041
simulation_422,5.842645217018839,0.07711112328576862,-3.044401128697363,7.0552908277042405,-1.4987420285000204,1105.6379177238257,1.555663e-07,0.000172,0.093505,2161.553735
simulation_423,9.641141702227847,0.1020726880390574,-2.4886464988735746,10.23172882525695,-0.8714229789257153,308.1264882426553,3.018241e-06,0.00093,0.12628,2833.449152
simulation_424,9.214692248756917,0.07517154771999161,-2.9815207193055797,5.322151298196856,-1.3600393487000757,2021.511021293403,6.529769e-08,0.000132,0.091143,2046.507789
simulation_425,6.720163035243799,0.0976385422075777,-2.8958100088251078,11.439725999018345,-1.2006224805655248,786.3246847521344,1.009761e-06,0.000794,0.121466,2779.052711
simulation_426,8.948708925633095,0.09176296735322344,-3.0841702184679733,11.024185233759413,-1.46147709797346,1214.0404567157132,5.073966e-07,0.000616,0.115119,2685.025436
simulation_427,10.84763858812734,0.08435850127487853,-2.7023018729513133,5.144477736056102,-1.1465225742824363,1185.680077739372,3.103704e-07,0.000368,0.105102,2471.73567
simulation_428,4.3966063220452245,0.07811349074227866,-2.5443675622084654,2.6288640660349234,-0.8472513572656277,542.1378680873377,3.707544e-07,0.000201,0.095188,2225.696184
simulation_429,11.396097164489234,0.09527434794223227,-2.876062564740641,2.8033595151142805,-1.3418185108181195,4932.7097344860695,1.431262e-07,0.000706,0.118802,2732.293429
simulation_430,5.8063963660154325,0.08009939264197423,-2.5404729061015434,7.793874159815314,-1.413597809007492,347.3931268465018,7.685817e-07,0.000267,0.09911,2346.044376
simulation_431,0.6232406520590352,0.10355473105195116,-2.448963080006928,6.675999120104567,-1.9867994990799824,281.05311422700487,3.53314e-06,0.000993,0.129168,2855.182395
simulation_432,7.567448667086352,0.08058602090330373,-2.7278793432340414,6.260285952464702,-1.7624741569180509,744.6897170985599,3.71967e-07,0.000277,0.099669,2362.113035
simulation_433,9.50549131552031,0.0898429264037249,-2.2876624300022943,1.905579470429045,-1.320167941231039,1616.34655405437,3.421296e-07,0.000553,0.112802,2642.1967
simulation_434,9.872417741039929,0.0897413927183896,-2.88826970387149,1.0273509493923283,-1.3439630438844914,16181.191549874684,3.386648e-08,0.000548,0.112638,2637.75054
simulation_435,10.569106901991336,0.08586544345764573,-2.509187286462192,10.906405010915506,-1.3150791770494927,322.97127284471685,1.272559e-06,0.000411,0.107212,2517.127784
simulation_436,8.275133327598335,0.09118532169055646,-2.9363452924433164,5.415657278898865,-0.9283474691469312,1279.1337714670037,4.667221e-07,0.000597,0.114442,2671.993112
simulation_437,6.275272187218287,0.07808806890339635,-3.2286740355191763,0.19398080118459365,-0.6574385467235229,16605.903523872865,1.198369e-08,0.000199,0.095142,2223.184236
simulation_438,6.3038212990680105,0.1007492524639764,-2.8569303595852253,6.804795637841988,-0.8737574225893738,719.2546813975611,1.241563e-06,0.000893,0.124798,2820.868842
simulation_439,8.984241566658428,0.10350124458955663,-3.1113696074942014,10.76620768965778,-1.4518052710850209,1292.9735029100505,7.556226e-07,0.000977,0.127453,2852.630226
simulation_440,8.089710971382456,0.08464858439324219,-2.9957264600026936,10.2045090660901,-1.0660823337007248,989.9022179265835,3.848865e-07,0.000381,0.105282,2491.291234
simulation_441,5.796343479729707,0.09474935274319117,-3.0400979910107235,8.513393199214915,-1.4516714496329828,1096.546328849746,6.447516e-07,0.000707,0.118421,2737.283637
simulation_442,11.100803066234038,0.10574896262079887,-2.7187649671073886,9.977271424172743,-1.4993136830221736,614.0407113696931,1.700213e-06,0.001044,0.130324,2871.8912
simulation_443,7.718851235323722,0.08626712094276717,-2.97920459903115,8.4282149285452,-0.9848144832499044,953.0013697188667,4.533047e-07,0.000432,0.107732,2541.661768
simulation_444,7.087886892730444,0.09611907414731223,-3.3122442862048067,6.658550078154597,-0.29562526357522523,2089.9953679675423,3.58374e-07,0.000749,0.119869,2758.350858
simulation_445,9.598676905694703,0.09276043064224772,-3.450687243125884,5.7560889659021806,-0.7069753044425968,4047.5344447058,1.598504e-07,0.000647,0.116253,2704.310036
simulation_446,9.965926568861608,0.10387721753548483,-2.883094545424402,8.780830942460515,-1.6153822952845869,936.3625550136792,1.050875e-06,0.000984,0.128265,2852.249888
simulation_447,5.041987909744644,0.07523189173476508,-3.0106295804930334,10.888163652528897,-1.5291996754583257,1022.6804377379847,1.300504e-07,0.000133,0.091196,2050.64605
simulation_448,7.466969583898773,0.08271014724999827,-2.8551367340038363,5.455013584830782,-1.6422792743279142,1198.708474099099,2.727936e-07,0.000327,0.102442,2429.39154
simulation_449,3.3349366702159826,0.08236860869743659,-3.095804468975069,7.388802581446752,-1.3529816337603746,1248.5245157832012,2.538997e-07,0.000317,0.101897,2416.453811
simulation_450,6.790097015958179,0.10036685593785746,-2.644798056874363,6.694495286667568,-0.9807203950515836,447.6341695776437,1.968125e-06,0.000881,0.124397,2815.933156
simulation_451,7.895120437157598,0.10108051937856563,-3.125849187027995,1.0540635681379475,-0.927778384633396,8653.881131667269,1.044618e-07,0.000904,0.125137,2826.044718
simulation_452,10.419787792229913,0.1055066727225116,-2.4926093034948065,8.887713836475191,-1.1090613849948436,370.4408245812517,2.796668e-06,0.001036,0.130058,2869.344506
simulation_453,5.2747176476972415,0.0742070968679037,-2.6851504579134717,0.21169404930054966,-1.4375352260370642,49367.12238598864,2.24846e-09,0.000111,0.090453,1965.083128
simulation_454,9.652175358711778,0.10470849116153666,-2.615178813226544,9.509947482979092,-0.6903368414868514,416.3080646703665,2.426088e-06,0.00101,0.129179,2860.952233
simulation_455,6.626105984260852,0.0722791509242448,-3.329414513301462,2.3933007479356907,-1.3058273586632358,8062.977865430705,9.875819e-09,7.962851e-05,0.091007,1808.239054
simulation_456,5.13522457514301,0.08530210182673995,-2.570383370984284,1.195345205219031,-1.2645133722203936,2346.067199575831,1.704981e-07,0.0004,0.10627,2510.70628
simulation_457,8.995048278197244,0.07466707052397556,-3.1699794944940622,8.403388940746943,-1.0052772909615055,1587.1443927565876,7.623755e-08,0.000121,0.090655,2006.668342
simulation_458,10.502966714918132,0.0733368138346265,-3.080977203825639,6.046249740069042,-0.7514875098538858,1824.4944289804314,5.283234e-08,9.639231e-05,0.091,1896.129927
simulation_459,8.37808296741661,0.07050186390709165,-3.0471893339952785,4.523715818193623,-1.3094136754238908,2495.2495020971573,2.17914e-08,5.437498e-05,0.090211,1654.07855
simulation_460,4.273430856105948,0.08364218677015406,-3.0766180848964906,4.760311556339596,-0.8817672399135931,1193.6177158713751,2.94064e-07,0.000351,0.103781,2457.789417
simulation_461,5.8387795035137895,0.0849390348486637,-3.1991693122060374,9.845339950295298,-1.104734208642188,1582.196747995918,2.458607e-07,0.000389,0.10572,2499.826929
simulation_462,7.20467600397248,0.10180173286507596,-3.084071470146436,5.555187613375561,-0.8915546063424751,1528.470868171453,6.0518e-07,0.000925,0.125849,2834.602609
simulation_463,8.0010836737893,0.08890830286936742,-3.0306103037063683,3.4922818443507824,-0.957283714261974,2374.526516228433,2.198333e-07,0.000522,0.11157,2617.371256
simulation_464,6.169381520190276,0.109556139285951,-2.9932808476126986,3.969126609235452,-1.1889256695735382,1660.1155190887766,7.053726e-07,0.001171,0.134309,2910.915627
simulation_465,6.892639113045303,0.07836448074036502,-2.9257399559085067,0.1309893625812953,-1.198046421074034,97202.98413161283,2.139852e-09,0.000208,0.095651,2240.839554
simulation_466,4.871277328497318,0.10918800320383346,-2.724483149777308,6.7874616285941025,-1.170772602051314,530.2338808441543,2.18017e-06,0.001156,0.133764,2906.857348
simulation_467,7.0249194384284745,0.08650140109634594,-3.3468498394554698,10.51458035642885,-1.316272181686682,2224.704228100947,1.977791e-07,0.00044,0.108085,2548.788039
simulation_468,6.1994552484707235,0.10392650986977793,-2.7898542312702728,11.72989840592842,-1.2190874006543826,616.2168783427891,1.600086e-06,0.000986,0.127851,2855.84952
simulation_469,5.574598171975393,0.09143643413036813,-2.360898385810544,4.98353228126081,-1.090700431381262,259.2103354542232,2.330154e-06,0.000604,0.114738,2676.869337
simulation_470,9.971530923185515,0.08714008623550304,-3.2197933574049618,0.9323292777590878,-1.2955201673754118,35754.4869112474,1.264177e-08,0.000452,0.108996,2556.175585
simulation_471,11.19150565261694,0.1002868212065192,-2.981901405774507,1.0600430834360504,-1.3035007334405908,20708.713915831682,4.24459e-08,0.000879,0.124316,2814.958086
simulation_472,5.424705679023504,0.09710059351630644,-3.4734689379490336,10.73411990475364,-1.2176562559696609,2974.6394779010675,2.615443e-07,0.000778,0.1209,2771.40739
simulation_473,10.347610827928676,0.09893225632708344,-2.8621337886445324,7.474878641522027,-1.1296906499362742,1050.9455664577633,7.907165e-07,0.000831,0.122826,2793.788998
simulation_474,8.579561207113848,0.09205049537717352,-2.3718540358477007,11.258231668168184,-1.054629506163021,235.40028594543534,2.655052e-06,0.000625,0.11545,2690.259799
simulation_475,10.530265510016264,0.07101683198492638,-2.8259604020253866,8.790774932507766,-0.6240042710731349,749.7372689439543,8.300313e-08,6.223054e-05,0.090508,1707.408931
simulation_476,8.147886826505276,0.0776921469003276,-3.332395223377436,6.652202378988056,-1.239522589601399,2762.0758175120013,6.806475e-08,0.000188,0.094447,2197.930424
simulation_477,6.146368007046775,0.10440525276747664,-2.9470240360319893,11.717459761771849,-1.1963700011399077,885.3749341502393,1.129465e-06,0.001,0.128303,2860.471844
simulation_478,3.2815550094483417,0.07319770571577294,-3.1614504630957745,4.1338453647417595,-1.5224615457645536,1450.2755958208231,6.469982e-08,9.383257e-05,0.091112,1883.762232
simulation_479,9.272670556864163,0.08794454383044513,-2.836239856025046,7.301941213252263,-1.1638325655734398,906.1589903202206,5.396404e-07,0.000489,0.110216,2592.051723
simulation_480,5.275450344453396,0.09166563999402506,-2.6948469297553355,2.7703295198450903,-0.8003248955487074,828.09629065719,7.378369e-07,0.000611,0.115006,2681.096923
simulation_481,6.452649518591808,0.0706106922844465,-3.1907825975781914,8.467943518060093,-1.2464027510778584,1551.609838818966,3.575917e-08,5.548428e-05,0.090271,1661.741259
simulation_482,4.537452329028604,0.1023581197325155,-3.3553253808591585,3.6477481222674264,-0.8783315000493745,2741.7573731397615,3.428458e-07,0.00094,0.126381,2839.797734
simulation_483,11.335618837904622,0.07217358206022416,-2.9121389055529767,3.882047544261406,-0.8053729949732421,1935.5560597539102,4.059249e-08,7.856904e-05,0.091,1803.439256
simulation_484,7.8592482924766065,0.09813236728616184,-3.1212184713489415,5.4063706344913385,-1.2926056529393992,2141.8859279152257,3.781714e-07,0.00081,0.121988,2786.60301
simulation_485,3.1151723168282683,0.10291327530752208,-2.534582866270902,10.009313525059396,-0.6333441487033389,342.30703471423453,2.789893e-06,0.000955,0.126904,2844.600724
simulation_486,10.302360457595746,0.09109791554410017,-2.960831798534305,5.862868942850173,-1.3280843341398625,1930.2475723678147,3.03588e-07,0.000586,0.114208,2663.736126
simulation_487,5.151603434122444,0.10473709105352914,-2.8456885326424857,10.04298536254604,-1.3727282125664777,700.7319141370754,1.439923e-06,0.001009,0.12862,2863.70182
simulation_488,9.35274667501373,0.10403282375167404,-3.019247447142896,5.3025312696630795,-1.3289203865030723,2221.3991500461075,4.465654e-07,0.000992,0.127951,2857.879457
simulation_489,9.176672553704755,0.10677599221074144,-2.449911607847881,2.7542969902676577,-1.2334750506332381,1242.2075232815414,8.629798e-07,0.001072,0.130713,2883.698302
simulation_490,5.846123879048296,0.09394637613963752,-2.70986849047996,11.937722188788998,-0.9523306406013629,512.958780795364,1.331491e-06,0.000683,0.117558,2724.266237
simulation_491,5.621269505164079,0.08639392371384516,-3.16773471461796,8.394469745399117,-0.8420867403561048,1470.8726636793863,2.957428e-07,0.000435,0.107923,2545.05293
simulation_492,10.475501184850126,0.07830227467346049,-2.8121717648155062,0.8453923790976952,-1.6901737774859094,45612.97478611243,4.560106e-09,0.000208,0.096284,2235.524583
simulation_493,5.250248708067367,0.09934388148945307,-3.025401490388335,1.2810334885472852,-1.017096252811616,4452.796939332217,1.904421e-07,0.000848,0.123284,2802.034841
simulation_494,4.847889239107137,0.07629182006440975,-2.800850726549685,9.082088985785187,-1.7502872932511333,632.6833538955424,2.434077e-07,0.000154,0.09235,2112.285859
simulation_495,5.922285887213452,0.09773320195230893,-2.748485190369645,0.678103155405999,-1.1480346734367497,6741.50270379089,1.182229e-07,0.000797,0.121566,2780.366004
simulation_496,6.143750563107001,0.10920985188107817,-3.28085474455899,6.661846126278924,-1.2340117119738314,1909.3855458689031,6.059541e-07,0.001157,0.133796,2907.093149
simulation_497,6.288162844857237,0.08547394347962631,-2.993289766606174,9.864089558332651,-1.1110442053834104,984.8698758869893,4.122372e-07,0.000406,0.10653,2517.289113
simulation_498,6.096319814521265,0.10000389014374808,-3.1510265826788846,9.321038560777609,-1.0953299522903377,1415.7304761969929,6.138174e-07,0.000869,0.124004,2811.055826
simulation_499,7.0461621701537975,0.10052119702320107,-2.6182981277716277,1.5244244506141933,-1.2722362152610254,2909.3803545240867,3.045322e-07,0.000886,0.12456,2818.708025
